VERSE,SCRIPTURE
Verse 43,Wangikhulula ezimpini zabantu; wangimisa ngaba yinhloko yabezizwe; abantu engingabaziyo bangikhonza.  
Verse 44,"Banele ukungizwa nje ngendlebe, base bengilalela; abafo bazithoba phansi kwami.  "
Verse 45,"Abafo babuna, baphuma ezinqabeni zabo bethuthumele.  "
Verse 46,"UJehova usekhona, malidunyiswe iDwala lami; makaphakanyiswe uNkulunkulu wensindiso yami,  "
Verse 47,"uNkulunkulu onginikile impindiselo, wathobisa izizwe phansi kwami;  "
Verse 48,"ongikhululile ezitheni zami, yebo, ongiphakamisile phezu kwabangivukelayo, wangikhulula kumuntu oyisidlwangudlwangu.  "
Verse 49,"Ngalokho-ke ngizakukubonga phakathi kwabezizwe, Jehova, ngilihubele igama lakho.  "
Verse 50,Uyenza insindiso ibe nkulu enkosini yakhe; uyenza umusa kogcotshiweyo wakhe uDavide nasenzalweni yakhe kuze kube phakade.
Verse 51,
Verse 52,
Verse 53,
Verse 54,
Verse 55,
Verse 56,
Verse 57,
Verse 58,
Verse 59,
Verse 60,
Verse 61,
Verse 62,
Verse 63,
Verse 64,
Verse 65,
Verse 66,
Verse 67,
Verse 68,
Verse 69,
Verse 70,
Verse 71,
Verse 72,
Verse 73,
Verse 74,
Verse 75,
Verse 76,
Verse 77,
Verse 78,
Verse 79,
Verse 80,
Verse 81,
Verse 1,"Amazulu ayalanda ngenkazimulo kaJehova, nomkhathi ushumayela umsebenzi wezandla zakhe.  "
Verse 2,"Usuku luyalandisa usuku inkulumo, nobusuku bushumayeza ubusuku ukwazi.  "
Verse 3,"Akukho ukukhuluma, awakho amazwi, lapho izwi lingezwakali khona.  "
Verse 4,Isilinganiso sawo siphumele emhlabeni wonke namazwi awo emkhawulweni womhlaba. Ulimisele ilanga itende kulo.  
Verse 5,Lona linjengomyeni ephuma ekamelweni lakhe; lijabulisa okweqhawe ukugijima endleleni yalo.  
Verse 6,Ukuphuma kwalo kusemkhawulweni wezulu; ukuzungeza kwalo kuya ekugcineni kwalo; akukho okufihlelwe ukushisa kwalo.  
Verse 7,"Umthetho kaJehova uphelele, uvusa umphefumulo; ukufakaza kukaJehova kuqinisile, kuhlakaniphisa oyisiwula.  "
Verse 8,"Imiyalo kaJehova ilungile, ijabulisa inhliziyo; umyalezo kaJehova uhlanzekile, ukhanyisa amehlo.  "
Verse 9,"Ukumesaba uJehova kuhlanzekile, kumi kuze kube phakade; imithetho kaJehova iyiqiniso, ilungile yonke.  "
Verse 10,"Inxanelekile kunegolide, kunegolide elihlanzekileyo eliningi; imnandi kunezinyosi, kunoju lwamakhekheba.  "
Verse 11,Nenceku yakho iyayalwa ngayo; oyigcinayo uyakuba nomvuzo omkhulu.  
Verse 12,Ngubani owazi iziphosiso zakhe na? Ngithethelele kwezisithekileyo.  
Verse 13,"Yilonde inceku yakho nasezonweni ezihlazisayo; mazingabusi phezu kwami. Yikhona ngiyakube ngiphelele, ngingabe ngisaba necala eziphambekweni ezinkulu.  "
Verse 14,"Amazwi omlomo wami nokuzindla kwenhliziyo yami makuthandeke ebusweni bakho, Jehova, dwala lami nomhlengi wami."
Verse 15,
Verse 16,
Verse 17,
Verse 18,
Verse 19,
Verse 20,
Verse 21,
Verse 22,
Verse 23,
Verse 1,UJehova makakuphendule ngosuku lokuhlupheka; igama likaNkulunkulu kaJakobe malikuvikele.  
Verse 2,"Makakuthumele usizo lwasendlini engcwele, akusekele ngamandla aseSiyoni.  "
Verse 3,"Makakhumbule yonke iminikelo yakho yokudliwa, Sela*  "
Verse 4,"Makakunike njengokwenhliziyo yakho, afeze icebo lakho lonke.  "
Verse 5,"Siyahalalisa ngensindiso yakho, siphakamise ibhandela* egameni likaNkulunkulu wethu; uJehova makagcwalise zonke izicelo zakho.  "
Verse 6,Kalokhu ngiyazi ukuthi uJehova uyamsindisa ogcotshiweyo wakhe: esezulwini lakhe elingcwele uyamphendula ngamandla okusindisa esandla sakhe sokunene.  
Verse 7,"Abanye izinqola, abanye amahhashi, kepha thina sibonga igama likaJehova uNkulunkulu wethu.  "
Verse 8,"Bayathoba, bawe; kepha thina siyavuka, sime.  "
Verse 9,"Sindisa, Jehova! INkosi mayisiphendule ngosuku lokukhala kwethu."
Verse 10,
Verse 11,
Verse 12,
Verse 1,"Jehova, inkosi iyajabula ngamandla akho; iyethaba kangakanani ngensindiso yakho.  "
Verse 2,"Uyinikile njengokwenhliziyo yayo, Sela*  "
Verse 3,Ngokuba wayihlangabeza ngezibusiso zokuhle; wafaka umqhele wegolide elihle ekhanda layo.  
Verse 4,"Yacela ukuphila kuwe, wayinika khona, izinsuku ezinde kuze kube phakade naphakade.  "
Verse 5,Inkulu inkazimulo yayo ngenxa yensindiso yakho; udumo nobukhosi ukubeka phezu kwayo.  
Verse 6,Ngokuba uyibeka ukuba ibe yisibusiso kuze kube phakade; uyithokozisa ngenjabulo ebusweni bakho.  
Verse 7,"Ngokuba inkosi iyethemba uJehova, nangenxa yesihawu soPhezukonke ayiyikuzanyazanyiswa.  "
Verse 8,Isandla sakho siyakufumana zonke izitha zakho; esokunene sakho siyakubafumana abakuzondayo.  
Verse 9,"Uyakubenza babe njengesithando somlilo, nxa ubonakalisa ubuso bakho; uJehova uyakubagwinya ngentukuthelo yakhe, umlilo uyakubaqeda.  "
Verse 10,Isithelo sabo uyakusichitha emhlabeni kanye nenzalo yabo phakathi kwabantwana babantu.  
Verse 11,"Ngokuba babehlosa okubi, baceba icebo; kepha bayahluleka.  "
Verse 12,Ngokuba uyakubafulathelisa; ngosinga lomnsalo wakho uyakukhomba ebusweni babo.  
Verse 13,"Mawuphakame, Jehova, emandleni akho; thina siyakuhlabelela, sidumise amandla akho."
Verse 14,
Verse 15,
Verse 16,
Verse 17,
Verse 18,
Verse 19,
Verse 20,
Verse 21,
Verse 22,
Verse 1,"Nkulunkulu wami, Nkulunkulu wami, ungishiyeleni na? Ukude namazwi okubububula kwami nokusindiswa kwami.  "
Verse 2,"Nkulunkulu wami, ngikhala emini, kepha awuphenduli, nasebusuku, ngingabi nakuthula.  "
Verse 3,Kepha wena ungoNgcwele ohlezi ezibongweni zika-Israyeli.  
Verse 4,"Obaba bethu babekwethemba; babethemba, wena wabakhulula.  "
Verse 5,"Bakhala kuwe, bakhululwa; bethemba wena, abaze bajabha.  "
Verse 6,"Kepha mina ngiyimphethu, angisiye umuntu; ngiyisithuko sabantu, ngiyindelelo yabantu.  "
Verse 7,"Bonke abangibonayo bayangiklolodela, baphukule imilomo, banikine amakhanda,  "
Verse 8,"bathi: “Zinikele kuJehova; makamsindise, amkhulule, njengokuba emthanda.”  "
Verse 9,"Impela nguwe owangikhipha esizalweni, wangikhoselisa ngasemabeleni kamame.  "
Verse 10,Ngaphonswa phezu kwakho kwasesizalweni; unguNkulunkulu wami kwasesizalweni sikamame.  
Verse 11,"Ungabi kude nami, ngokuba inhlupheko iseduze, nosizayo akakho.  "
Verse 12,"Izinkunzi eziningi zingibunganyele, ezinamandla zaseBashani zingizungezile.  "
Verse 13,Zingikhamisele umlomo wazo njengengonyama edwengulayo nebhodlayo.  
Verse 14,"Ngichithiwe njengamanzi; onke amathambo ami enyele; inhliziyo yami injengengcina, incibilikile phakathi kwezibilini zami.  "
Verse 15,Amandla ami omile njengodengezi; ulimi lwami lunamathela olwangeni lwami; ungibeka othulini lokufa.  
Verse 16,Ngokuba izinja ziyangibungayela; umbonda wababi ungizungezile; izandla zami nezinyawo zami bazibhobozile.  
Verse 17,"Ngingabala onke amathambo ami; bayabukela, bangibuke bengiklibhizela.  "
Verse 18,"Babelana izingubo zami, benzelana inkatho ngesambatho sami.  "
Verse 19,"Kepha wena Jehova mawungabi kude, wena mandla ami, shesha ungisize.  "
Verse 20,"Sindisa umphefumulo wami enkembeni, ukuphila kwami emandleni ezinja.  "
Verse 21,Ngisindise emlonyeni wengonyama; nasezimpondweni zezinyathi uyangizwa.  
Verse 22,"Ngiyakushumayeza abafowethu igama lakho, ngikudumise phakathi kwebandla.  "
Verse 23,"Nina enesaba uJehova, mbongeni; nina nonke nzalo kaJakobe, mdumiseni, nimesabe nina nonke nzalo ka-Israyeli.  "
Verse 24,"Ngokuba akadelelanga, akanengwanga yinhlupheko yohluphekayo; akamfihlelanga ubuso bakhe, kepha nalapha ekhala kuye, wezwa.  "
Verse 25,Kuyakuvela kuwe ukudumisa kwami ebandleni elikhulu; izithembiso zami ngiyakuzigcwalisa phambi kwabamesabayo.  
Verse 26,"Abamnene bayakudla, basuthe; abafuna uJehova bayakumdumisa; inhliziyo yenu mayiphile kuze kube phakade.  "
Verse 27,"Imikhawulo yonke yomhlaba iyakukhumbula, iphendukele kuJehova, nezizukulwane zonke zezizwe ziyakukhuleka ebusweni bakho.  "
Verse 28,Ngokuba umbuso ungokaJehova; nguye obusa izizwe.  
Verse 29,"Bonke abacebileyo bomhlaba bayakudla, bakhuleke; bonke abehlela othulini bayakukhothama phambi kwakhe, naye ongenakugcina umphefumulo wakhe ekuphileni.  "
Verse 30,Inzalo iyakumkhonza; isizukulwane esizayo siyakulandiswa ngayo iNkosi.  
Verse 31,Bayakuza bashumayele ukulunga kwayo kuso isizwe esiyakuzalwa ngokuthi ikwenzile.
Verse 32,
Verse 33,
Verse 34,
Verse 35,
Verse 36,
Verse 37,
Verse 38,
Verse 39,
Verse 40,
Verse 41,
Verse 42,
Verse 43,
Verse 44,
Verse 45,
Verse 46,
Verse 47,
Verse 48,
Verse 49,
Verse 50,
Verse 51,
Verse 52,
Verse 1,"UJehova ungumalusi wami, angiyikuswela.  "
Verse 2,Uyangilalisa emadlelweni aluhlaza; uyangiyisa ngasemanzini okuphumula.  
Verse 3,Ubuyisa umphefumulo wami; uyangihola ezindleleni zokulunga ngenxa yegama lakhe.  
Verse 4,"Noma ngihamba esigodini sethunzi lokufa, angesabi okubi, ngokuba wena unami, intonga yakho nodondolo lwakho ziyangiduduza.  "
Verse 5,Ulungisa itafula phambi kwami ebusweni bezitha zami; ugcoba ikhanda lami ngamafutha; indebe yami iyachichima.  
Verse 6,Impela okuhle nomusa kuyakungilandela imihla yonke yokuphila kwami; ngiyakuhlala endlini kaJehova kuze kube phakade.
Verse 7,
Verse 8,
Verse 9,
Verse 10,
Verse 11,
Verse 12,
Verse 1,"Umhlaba ungokaJehova nokugcwala kwawo, izwe nabakhileyo kulo.  "
Verse 2,"Ngokuba yena wawusekela phezu kwezilwandle, wawumisa phezu kwemifula.  "
Verse 3,"Ngubani oyakukhuphukela entabeni kaJehova, ngubani oyakuma endaweni yakhe engcwele na?  "
Verse 4,"Yilowo onezandla ezingenacala nenhliziyo ehlanzekileyo, ongaphenduleli umphefumulo wakhe emangeni nongafungi ngenkohliso.  "
Verse 5,Uyakwamukela isibusiso kuJehova nokulunga kuNkulunkulu wensindiso yakhe.  
Verse 6,Yilesi esiyisizukulwane sabamfunayo; Sela*  
Verse 7,"Phakamisani, masango, izinhloko zenu; nani minyango yaphakade, phakamani ukuba iNkosi yenkazimulo ingene.  "
Verse 8,"Ingubani le Nkosi yenkazimulo na? InguJehova onamandla, oyiqhawe, uJehova oyiqhawe lokulwa.  "
Verse 9,"Phakamisani, masango, izinhloko zenu; nani minyango yaphakade, phakamani ukuba iNkosi yenkazimulo ingene.  "
Verse 10,Ingubani le Nkosi yenkazimulo na? UJehova Sebawoti Sela*
Verse 11,
Verse 12,
Verse 13,
Verse 14,
Verse 15,
Verse 16,
Verse 1,"Jehova, ngiphakamisela kuwena umphefumulo wami.  "
Verse 2,"Nkulunkulu wami, ngiyethemba kuwe; mawungangijabhisi; izitha zami mazingethabi ngami.  "
Verse 3,"Yebo, akuyikujabha noyedwa kwabakulindelayo; bayakujabha abaphambuka ngeze.  "
Verse 4,"Ngazise imendo yakho, Jehova; ngifundise izindlela zakho.  "
Verse 5,"Ngihambise eqinisweni lakho, ungifundise, ngokuba wena unguNkulunkulu wensindiso yami; ngilindela wena usuku lonke.  "
Verse 6,"Khumbula, Jehova, ububele bakho nomusa wakho, ngokuba kukhona kwaphakade.  "
Verse 7,"Ungazikhumbuli izono zobusha bami neziphambeko zami; ngikhumbule ngokomusa wakho ngenxa yobubele bakho, Jehova.  "
Verse 8,"UJehova muhle, ulungile; ngalokho ufundisa izoni indlela.  "
Verse 9,"Abathobekileyo ubaholela kokulungileyo, abathobekileyo ubafundisa indlela yakhe.  "
Verse 10,Zonke izindlela zikaJehova zingububele neqiniso kulabo abagcina isivumelwano sakhe nezifakazelo zakhe.  
Verse 11,"Ngenxa yegama lakho, Jehova, ngithethelele ukona kwami, ngokuba kukhulu.  "
Verse 12,Ngumuphi umuntu omesaba uJehova na? Nguyena oyakufundiswa nguye indlela ayakuyikhetha.  
Verse 13,"Umphefumulo wakhe uzakuhlala ngokwenama, inzalo yakhe iyakuzuza izwe.  "
Verse 14,Ubuhlobo bukaJehova bukubo abamesabayo; uyakubazisa isivumelwano sakhe.  
Verse 15,"Amehlo ami akuye uJehova njalo, ngokuba nguyena okhipha izinyawo zami enetheni.  "
Verse 16,"Phendukela kimi, ube nomusa kimi, ngokuba nginesizungu, ngihluphekile.  "
Verse 17,Izinsizi zenhliziyo yami zikhulile; ngikhiphe ezinhluphekweni zami.  
Verse 18,"Bheka ukuhlupheka kwami nosizi lwami, ungithethelele zonke izono zami.  "
Verse 19,"Bheka izitha zami, ngokuba ziningi; ziyangizonda ngenzondo yonya.  "
Verse 20,"Londoloza umphefumulo wami, ungikhulule; mawungangijabhisi, ngokuba ngiphephela kuwe.  "
Verse 21,"Ukulunga nobuqotho makungilondoloze, ngokuba ngilindele wena.  "
Verse 22,"Nkulunkulu, hlenga u-Israyeli kuzo zonke izinkathazo zakhe."
Verse 23,
Verse 24,
Verse 25,
Verse 26,
Verse 27,
Verse 28,
Verse 29,
Verse 30,
Verse 31,
Verse 32,
Verse 1,"Ngahlulele, Jehova, ngokuba ngihamba ekulungeni kwami; ngithemba uJehova, angiyikuntenga.  "
Verse 2,"Ngivivinye, Jehova, ungilinge; hlolisisa izinso zami nenhliziyo yami.  "
Verse 3,Ngokuba ububele bakho buphambi kwamehlo ami; ngihamba eqinisweni lakho.  
Verse 4,"Angihlali nabantu bamanga, angihambelani nezimbulu.  "
Verse 5,"Ngiyawuzonda umhlangano wabenza okubi, angihlali nababi.  "
Verse 6,"Ngiyahlamba izandla zami ngingenacala, ngizungeza i-altare lakho, Jehova,  "
Verse 7,"ukuba ngizwakalise izwi lokudumisa, ngilande ngazo zonke izimangaliso zakho.  "
Verse 8,"Jehova, ngiyayithanda inkundla yendlu yakho nendawo lapho kuhlezi khona inkazimulo yakho.  "
Verse 9,Ungamukisi umphefumulo wami kanye nezoni nokuphila kwami kanye nabantu begazi  
Verse 10,"abanehlazo ezandleni zabo, nesokunene sabo sigcwele izipho zenkohliso.  "
Verse 11,"Kepha mina ngihamba ekulungeni kwami; ngihlenge, ube nomusa kimi.  "
Verse 12,Unyawo lwami lumi ebaleni; ngizakudumisa uJehova emihlanganweni.
Verse 13,
Verse 14,
Verse 15,
Verse 16,
Verse 17,
Verse 18,
Verse 19,
Verse 20,
Verse 21,
Verse 1,UJehova ungukukhanya kwami nensindiso yami; ngizakwesaba bani na? UJehova uyinqaba yokuphila kwami; ngizakuba novalo ngobani na?  
Verse 2,"Ekusondeleni kwababi ukuba badle inyama yami abamelene nami nezitha zami bayakhubeka, bawe.  "
Verse 3,"Noma impi imisa ngakimi, inhliziyo yami ayesabi; noma ngivukelwa ngukulwa, nokho nginethemba.  "
Verse 4,"Kunye engikucele kuJehova, ngiyakufuna khona: ukuba ngihlale endlini kaJehova izinsuku zonke zokuphila kwami ukubona ubuhle bukaJehova, ngibuke ithempeli lakhe.  "
Verse 5,"Ngokuba uyangithukusa edokodweni lakhe ngosuku lokuhlupheka, angicashise ekusithekeni kwetende lakhe, angiphakamisele edwaleni.  "
Verse 6,"Nakalokhu ikhanda lami lizakuphakama ngaphezu kwezitha zami ezingihaqileyo; ngizakunikela iminikelo yokwethaba etendeni lakhe, ngihlabelele, ngidumise uJehova ngogubhu.  "
Verse 7,"Yizwa, Jehova, ngikhala ngezwi elikhulu; yiba nomusa kimi, ungiphendule.  "
Verse 8,"Kuwena othi: “Funani ubuso bami,” inhliziyo yami ithi: “Ubuso bakho, Jehova, ngiyabufuna.”  "
Verse 9,"Ungafihli ubuso bakho kimi, ungaxoshi inceku yakho ngokuthukuthela; wena ulusizo lwami, ungangilahli, ungangishiyi, Nkulunkulu wensindiso yami.  "
Verse 10,"Ngokuba ubaba nomame bangishiyile, kodwa uJehova uzakungamukela.  "
Verse 11,"Ngifundise indlela yakho, Jehova, ungihole endleleni ekhanyayo ngenxa yezitha zami.  "
Verse 12,Unganginikeli entandweni yezitha zami; ngokuba ofakazi bamanga bangivukele kanye nabafutha ukudlozomela.  
Verse 13,"Yeka, uma bengingathembanga ukubona okuhle kukaJehova ezweni labaphilayo!  "
Verse 14,"Lindela uJehova, uqine, inhliziyo yakho ime isibindi; yebo, lindela uJehova."
Verse 15,
Verse 16,
Verse 17,
Verse 18,
Verse 19,
Verse 20,
Verse 21,
Verse 22,
Verse 23,
Verse 1,"Ngikhala kuwe Jehova; Dwala lami, ungabi yisithulu kimi, funa kuthi, uma uthula kimi, ngifane nabashona emgodini.  "
Verse 2,"Yizwa izwi lokunxusa kwami, nxa ngikhala kuwe, ngiphakamisela izandla zami endaweni yakho engcwelengcwele.  "
Verse 3,"Ungangimukisi kanye nababi nabenza okubi abakhuluma ukuthula nabakhelwane babo, kanti kukhona okubi ezinhliziyweni zabo.  "
Verse 4,"Banike njengokwenza kwabo nanjengobubi bemisebenzi yabo; banike njengokwenza kwezandla zabo, baphindisele abakwenzileyo.  "
Verse 5,"Ngokuba abayinaki imisebenzi kaJehova nokwenza kwezandla zakhe; uyakubadiliza, angabakhi.  "
Verse 6,"Makabongwe uJehova, ngokuba ulizwile izwi lokunxusa kwami.  "
Verse 7,"UJehova ungamandla ami nesihlangu sami; inhliziyo yami ithembe kuye, ngasizwa; ngakho-ke inhliziyo yami iyethaba; ngizakumdumisa ngesihlabelelo sami.  "
Verse 8,UJehova ungamandla abantu bakhe; uyinqaba yensindiso yogcotshiweyo wakhe.  
Verse 9,"Sindisa abantu bakho, ubusise ifa lakho, ubaluse, ubathwale kuze kube phakade."
Verse 10,
Verse 11,
Verse 12,
Verse 13,
Verse 14,
Verse 1,"Mnikeni uJehova, nina madodana kaNkulunkulu, mnikeni uJehova udumo namandla.  "
Verse 2,"Mnikeni uJehova udumo lwegama lakhe, nikhuleke kuJehova emvunulweni engcwele.  "
Verse 3,"Izwi likaJehova liphezu kwamanzi, uNkulunkulu wenkazimulo uyaduma; uJehova uphezu kwamanzi amakhulu.  "
Verse 4,Izwi likaJehova linamandla; izwi likaJehova linenkazimulo.  
Verse 5,Izwi likaJehova liyaphula imisedari;* uJehova waphula imisedari yaseLebanoni.  
Verse 6,"ILebanoni ulitshekulisisa okwenkonyane, neSiriyoni njengethole lenyathi.  "
Verse 7,Izwi likaJehova lidabula amalangabi omlilo.  
Verse 8,Izwi likaJehova lizamazamisa ihlane; uJehova uzamazamisa ihlane laseKadeshi.  
Verse 9,Izwi likaJehova liphunzisa izimbabala; lihluba amahlathi; nasethempelini lakhe konke kuthi: “Udumo!”  
Verse 10,UJehova wayehlezi ebusa phezu kukazamcolo; uJehova uhlezi eyinkosi kuze kube phakade.  
Verse 11,UJehova uzakunika abantu bakhe amandla; uJehova uzakubusisa abantu bakhe ngokuthula.
Verse 12,
Verse 13,
Verse 14,
Verse 15,
Verse 1,"Ngiyakuphakamisa, Jehova, ngokuba ungikhuphulile; awuvumanga ukuba izitha zami zijabule phezu kwami.  "
Verse 2,"Jehova Nkulunkulu wami, ngakhala kuwe, wangiphilisa.  "
Verse 3,"Jehova, umphefumulo wami uwukhuphulile endaweni yabafileyo, wangiphilisa phakathi kwabashona emgodini.  "
Verse 4,"Dumisani uJehova nina enimkhonzayo, nibonge igama lakhe elingcwele.  "
Verse 5,"Ngokuba ukuthukuthela kwakhe kuba ngokomzuzwana nje, umusa wakhe uba ngowokuphila konke; kusihlwa kungena ukukhala, ekuseni ukujabula.  "
Verse 6,Mina ngithe ekubuseni kwami: Angisoze nganyakaziswa naphakade.  
Verse 7,"Jehova, ngomusa wakho ubuwenzile ukuba iqine intaba yami; wabufihla ubuso bakho, ngase ngithuthumela.  "
Verse 8,"Ngakhala kuwe Jehova; nganxusa kuJehova, ngathi:  "
Verse 9,"“Kukhona nzuzoni egazini lami nasekushoneni kwami egebeni na? Uthuli luzakukudumisa yini, lushumayele iqiniso lakho, na?  "
Verse 10,"Yizwa, Jehova, ube nomusa kimi; Jehova, yiba ngumsizi wami.”  "
Verse 11,"Waphendula ukukhala kwami kwaba ngukusina; wangikhumula izingubo zami zokulila, wangembathisa ukujabula,  "
Verse 12,"ukuze umphefumulo wami ukudumise, ungathuli; Jehova Nkulunkulu wami, ngizakukubonga kuze kube phakade."
Verse 13,
Verse 14,
Verse 15,
Verse 16,
Verse 17,
Verse 1,Ithemba lami ngilibeka kuwe Jehova; mawungangijabhisi naphakade; ngikhulule ngokulunga kwakho.  
Verse 2,"Beka kimi indlebe yakho, ungophule masinyane, ube yidwala eliqinileyo kimi, indlu yezinqaba yokungisindisa.  "
Verse 3,"Ngokuba wena uyidwala lami nenqaba yami; ngenxa yegama lakho uyakungihola, ungiqondise.  "
Verse 4,"Uyakungikhipha enetheni abangicuphe ngalo, ngokuba wena uyinqaba yami.  "
Verse 5,"Ngibeka umoya wami esandleni sakho; uyangihlenga, Jehova Nkulunkulu othembekayo.  "
Verse 6,"Ngiyabazonda abakhonza onkulunkulu abayize, kepha mina ngithemba uJehova.  "
Verse 7,"Ngizakwethaba, ngijabule ngomusa wakho, ngokuba ukubonile ukuhlupheka kwami, wazinaka izinsizi zomphefumulo wami;  "
Verse 8,"awunginikelanga esandleni sesitha, wazimisa izinyawo zami endaweni ebanzi.  "
Verse 9,"Yiba nomusa kimi, Jehova, ngokuba ngiyahlupheka; iso lami liyafa usizi, nomphefumulo wami nomzimba wami.  "
Verse 10,"Ngokuba ukuphila kwami kuphelela osizini, neminyaka yami ekububuleni; amandla ami aphelile ngokona kwami, namathambo ami ancunzekile.  "
Verse 11,"Ngenxa yezitha zami zonke sengaba yisihlamba, ikakhulu kubakhelwane bami ngaba ngobesabisayo abangane bami; abangibona endleleni bayangibalekela.  "
Verse 12,Sengakhohlakala enhliziyweni njengofileyo; nginjengesitsha esifileyo.  
Verse 13,Ngokuba ngikuzwile ukuhleba kwabaningi ngokwesabisayo nxazonke; besenza icebo ngami bahlosa ukubulala umphefumulo wami.  
Verse 14,Kepha mina ngithemba wena Jehova; ngithi: “UnguNkulunkulu wami.”  
Verse 15,Izikhathi zami zisesandleni sakho; ngikhulule esandleni sezitha zami nakwabangizingelayo.  
Verse 16,Khanyisa ubuso bakho phezu kwenceku yakho; ngisindise ngomusa wakho.  
Verse 17,"Jehova, mawungangijabhisi, ngokuba ngiyakubiza; mabajabhiswe ababi, bathuliswe endaweni yabafileyo.  "
Verse 18,Mazithuliswe izindebe zamanga ezijivaza olungileyo ngokuzidla nangokweyisa.  
Verse 19,"Yeka ubukhulu bomusa wakho obagodlele wona abakwesabayo, owenzele bona ababalekela kuwe, phambi kwabantwana babantu.  "
Verse 20,Ubafihla ekusithekeni kobuso bakho ngenxa yezigungu zabantu; ubalondoloza edokodweni ekuxabaneni kwezilimi.  
Verse 21,"Makabongwe uJehova, ngokuba ungenzele umusa wakhe omangalisayo emzini oqinileyo.  "
Verse 22,Mina-ke ngithe ovalweni lwami: Ngixoshiwe emehlweni akho; nokho walizwa izwi lokunxusa kwami ekukhaleni kwami kuwe.  
Verse 23,"Mthandeni uJehova nina nonke enimkhonzayo; uJehova uyabalondoloza abakholekileyo, amphindisele kakhulu ozidlayo.  "
Verse 24,"Qinani, inhliziyo yenu ibe nesibindi, nina nonke enithemba uJehova."
Verse 25,
Verse 26,
Verse 27,
Verse 28,
Verse 29,
Verse 30,
Verse 31,
Verse 32,
Verse 33,
Verse 34,
Verse 35,
Verse 36,
Verse 1,"Ubusisiwe osiphambeko sakhe sithethelelwe, osono sakhe sisibekelwe.  "
Verse 2,"Ubusisiwe umuntu uJehova angambaleli isiphambeko, kungekho nkohliso emoyeni wakhe.  "
Verse 3,"Kwathi ngithule, amathambo ami aguga ngokububula kwami usuku lonke.  "
Verse 4,"Ngokuba imini nobusuku isandla sakho sasinzima phezu kwami, Sela*  "
Verse 5,"Ngasivuma isono sami kuwe, angisifihlanga isiphambeko sami; ngathi: “Ngizakuzivuma izono zami kuJehova,” Sela*  "
Verse 6,"Ngakho-ke yilowo nalowo olungileyo makakhuleke kuwe ngesikhathi sokukufumana; impela kuyakuthi lapho amanzi amakhulu ekhukhula, angafinyeleli kuye.  "
Verse 7,Wena uyindawo yami yokucasha; uyangilondoloza ngingahlupheki; Sela*  
Verse 8,"Ngizakukufundisa, ngikubonise indlela ozakuhamba ngayo; ngizakukululeka ngeso lami.  "
